Noise (%),n,Success rate (%),Boundary-hit rate (%),SSE_clean median (Ω²),SSE_clean 95% (Ω²),Parameter,Mean,Std,CV (%),Median,P5,P95
3.0,6,0.0,0.0,757.2646670204113,1993.6951422356617,R_ct,19.72254342002967,2.5591350146295504,12.975684525711646,18.744610249889405,17.481843917798656,23.040047130320318
3.0,6,0.0,0.0,757.2646670204113,1993.6951422356617,Q_1,0.0030885976777153532,0.000998235073175267,32.320009834160885,0.0030385569224019313,0.0020537534072477747,0.004437312813732223
3.0,6,0.0,0.0,757.2646670204113,1993.6951422356617,α_1,0.8152955844985036,0.019574736865587233,2.400937431499503,0.8185922572093198,0.7885289383100107,0.8348455882967265
3.0,6,0.0,0.0,757.2646670204113,1993.6951422356617,Q_2,0.002087927238251457,5.1375913600062026e-05,2.4606180071239927,0.002105681573159173,0.00201819040279191,0.0021386629945508158
3.0,6,0.0,0.0,757.2646670204113,1993.6951422356617,α_2,0.9272519743359218,0.021771843142840763,2.3479964179567583,0.9190133596114403,0.9088579030420849,0.9593788900686455
5.0,6,0.0,0.0,1045.0754250612395,2566.4981970079734,R_s,1.3677187666715047,0.5745124671076953,42.00516079090112,1.4937285065580364,0.6246820804747404,1.9489105804546019
5.0,6,0.0,0.0,1045.0754250612395,2566.4981970079734,L,1.8196619643535823e-07,3.285235921201794e-08,18.05410007769681,1.844066617129823e-07,1.406747058778014e-07,2.1631725119497476e-07
5.0,6,0.0,0.0,1045.0754250612395,2566.4981970079734,R_ct,20.557466706679534,3.1484924081816286,15.31556613032782,20.227600131387405,16.97187331985503,24.127891062711413
5.0,6,0.0,0.0,1045.0754250612395,2566.4981970079734,Q_1,0.0035636827601438262,0.0015199067184287571,42.649888352222895,0.003686219008030048,0.0017806868070843521,0.005168706796143305
5.0,6,0.0,0.0,1045.0754250612395,2566.4981970079734,α_1,0.8114925712637827,0.06822729910889762,8.407630768898283,0.8245902569096242,0.7152795072849176,0.8760765775314402
5.0,6,0.0,0.0,1045.0754250612395,2566.4981970079734,Q_2,0.002097996002514977,8.417361976699038e-05,4.012096289320241,0.002095295355238257,0.002002682150957475,0.0022101824835568298
5.0,6,0.0,0.0,1045.0754250612395,2566.4981970079734,α_2,0.9197359219463287,0.03436794218171983,3.7367184820824444,0.9227559482508715,0.8757854815486593,0.9613092593451791
8.0,6,0.0,0.0,788.0826151491112,2435.635041877489,R_s,1.4040530223670535,0.4880127656894603,34.75743137297859,1.3246718685439567,0.9166449727530069,2.0862385685398506
8.0,6,0.0,0.0,788.0826151491112,2435.635041877489,L,1.879914389718489e-07,2.5561887865318934e-08,13.597368053098814,1.832928156710176e-07,1.635803805760563e-07,2.1770935911911537e-07
8.0,6,0.0,0.0,788.0826151491112,2435.635041877489,R_ct,21.514875946725294,5.498884276321202,25.55852188010486,20.403387104748877,15.781524344993706,28.91781227337744
8.0,6,0.0,0.0,788.0826151491112,2435.635041877489,Q_1,0.0033768138897656125,0.0006306999808990202,18.677368711688093,0.0033148437766537427,0.002691369996280821,0.004119304801802211
8.0,6,0.0,0.0,788.0826151491112,2435.635041877489,α_1,0.8434722268407677,0.050291735748636844,5.962464933434141,0.8468387986268757,0.7842054773488584,0.8948548182896379
8.0,6,0.0,0.0,788.0826151491112,2435.635041877489,Q_2,0.0021387189980950857,8.093748268748166e-05,3.7843906917912573,0.0021442591752112937,0.0020317533104180032,0.0022302973986788105
8.0,6,0.0,0.0,788.0826151491112,2435.635041877489,α_2,0.9165907352804972,0.02321986687493689,2.5332862291948754,0.9099194546327478,0.8956540508395519,0.9502849736168761
