Parameter,Grid (3-bit) spacing,Level 0,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7
R_s,uniform in log10,0.08725113879999999,0.1684555755236372,0.3252367970812072,0.6279339454739491,1.2123506424152521,2.3406826319212772,4.519150641486878,8.72511388
L,uniform in log10,1.8799253200000013e-08,3.6295675457941185e-08,7.007597817493055e-08,1.352955319116106e-07,2.6121477618979833e-07,5.043267751403899e-07,9.737025593785642e-07,1.8799253200000014e-06
R_ct,uniform in log10,1.50028986,2.8966062253685694,5.59247106078818,10.797371175909042,20.84646000723705,40.24821299122808,77.70713341377336,150.02898600000006
Q_1,uniform in log10,0.00026217299800000005,0.0005061768118131128,0.000977274420980941,0.0018868215050835977,0.0036428819946729765,0.007033303993704805,0.01357918404719135,0.026217299800000007
α_1,uniform linear,0.3,0.3985714285714286,0.4971428571428571,0.5957142857142856,0.6942857142857142,0.7928571428571428,0.8914285714285712,0.99
Q_2,uniform in log10,0.00021173822699999999,0.00040880251398666594,0.0007892740853158196,0.001523849683985657,0.002942093124030566,0.0056802925127288385,0.0109669278537181,0.021173822699999997
α_2,uniform linear,0.3,0.3985714285714286,0.4971428571428571,0.5957142857142856,0.6942857142857142,0.7928571428571428,0.8914285714285712,0.99
