noise_level,noise_percent,rep,success_flag,boundary_hit,SSE_noisy,SSE_clean,R_s,L,R_ct,Q_1,α_1,Q_2,α_2
0.03,3.0,4,False,False,832.5454258275996,526.3629753293677,0.9538931799288305,2.760774354274871e-07,17.401471470432462,0.00354882601015998,0.8297216116244013,0.0021157099586604487,0.9066986950890028
0.03,3.0,5,False,False,651.0234119084162,611.4250053188065,1.3244769811355992,1.934218547051586e-07,19.608632656667865,0.002150749880112406,0.8119959221193513,0.0021183582982253514,0.9203122234422774
0.05,5.0,0,False,False,890.9501560193876,414.4128365217793,1.256154179422633,2.023268344763319e-07,16.46435552607178,0.003078636116542756,0.808968077036242,0.002118605475965932,0.902456503579601
0.05,5.0,1,False,False,1922.3796166390846,1159.8576937951143,1.9994616360941244,1.6419973744106684e-07,24.29037325040991,0.005199435220664398,0.8267706932951191,0.002092956946823885,0.9256379702201614
0.05,5.0,2,False,False,2028.2886931493767,854.5324843334049,1.7313028336934395,2.196589578624137e-07,21.792586037063128,0.004293801899517341,0.8379821239762142,0.0020976337636526288,0.9198739262815816
0.05,5.0,3,False,False,3341.107750241465,2403.3059636815456,0.8838406449747142,1.3283302869004622e-07,23.640444499615928,0.0016945227133894876,0.8887747287165155,0.0019863284639681394,0.9708425233278841
0.05,5.0,4,False,False,1405.5265522594666,930.2931563273648,0.5382958923080824,2.0629213119265794e-07,18.49442670120477,0.002039179088168945,0.8224098205241293,0.002051743211925481,0.932709467397064
0.05,5.0,5,False,False,2860.1498849605723,2620.895608116783,1.7972574135360344,1.664864889496327e-07,18.662614225711685,0.005076521522580028,0.6840499840344761,0.002240708152753796,0.8668951408716787
0.08,8.0,0,False,False,2678.197549058203,564.9899096867213,1.5576869118990215,1.9809483800495982e-07,19.6683251395839,0.0027444511796613775,0.8124924609918769,0.0021054036835662826,0.9249470843296308
0.08,8.0,1,False,False,1616.909144300457,781.4780695789461,2.262422454086794,2.1885919559943416e-07,17.097023491466793,0.003213210748247388,0.8814560934114335,0.002163463280620035,0.9062849377683413
0.08,8.0,2,False,False,6211.985689500557,2049.4056257427114,1.4346877591090468,1.6303878254638015e-07,29.914407871812607,0.0034164768050600975,0.8811851362618746,0.0020072031860352436,0.9587309367126247
0.08,8.0,3,False,False,2235.821980652651,632.8204151311323,1.2146559779788668,1.684907933370754e-07,15.343024629502677,0.0026736762684873025,0.8111569609978571,0.0021250550698025525,0.9135539714971543
0.08,8.0,4,False,False,3227.067773519576,2564.3781805890817,1.0990076011868757,1.652051746650848e-07,25.928025478071934,0.004132075435035667,0.899321059915706,0.0022450004130844204,0.8932943609914878
0.08,8.0,5,False,False,2327.6233896919894,794.6871607192763,0.8558574299417173,2.14259849678159e-07,21.138449069913854,0.004080992902101843,0.7752216494658588,0.0021861883554619805,0.9027331203837436
